Unnamed: 0,composition,energy,material_id,prototype_id,location,elements,spg,nsites,stress,total_energy,total_mag,band_gap_ind,band_gap,dos_ef,energy_corrected,e_above_hull,e_form,e_phase_separation,decomposition,volume,lattice_params,lattice_matrix,source,Conditions,ultimate_tensile_strength_mpa,UTS (Ksi),yield_strength_mpa,YS (ksi),elongation_percent,Reduction (%),Hardness (HB),C (Min),carbon,Mn (Min),manganese,P (Min),P (Max),S (Min),S(Max),Si (Min),silicon,Ni (Min),nickel,Cr (Min),chromium,Mo (Min),molybdenum,Ti (Min),Ti (Max),N
700297.0,"{'Cd': 12.0, 'Co': 20.0, 'Ac': 48.0}",-343.60580434,Ac12Cd3Co5,A3B5C12_37_spg230,cgat_prot/A3B5C12_prot1_spg230/runs/batch-002/Co/Co5Cd3Ac12/xxx_02p-00_agm001253332_spg230,"Cd,Co,Ac",230.0,80.0,"[1.1561573, 0.0, 0.0, 0.0, 1.1561573, 0.0, 0.0, 0.0, 1.1561573]",-343.60580434,-6.14e-05,0.0,0.0,73.124855,-343.6058,0.20217839,0.08372391,0.20217839, AcCd  AcCo  Ac ,2898.7635208809784,"[15.55768209, 15.557682089517911, 15.557682086902926, 109.47122063726788, 109.47122063852328, 109.47122063511841]","[15.55768209, -0.0, -0.0, -5.18589403, 14.66792334, 0.0, -5.18589403, -7.33396167, 12.70279423]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700298.0,"{'Cd': 12.0, 'Cu': 20.0, 'Ac': 48.0}",-277.40210992,Ac12Cd3Cu5,A3B5C12_37_spg230,cgat_prot/A3B5C12_prot1_spg230/runs/batch-001/Cu/Cu5Cd3Ac12/xxx_02p-00_agm001165798_spg230,"Cd,Cu,Ac",230.0,80.0,"[-0.68253994, 0.0, 0.0, 0.0, -0.68253994, 0.0, 0.0, 0.0, -0.68253994]",-277.40210992,0.0067161,0.0,0.0,116.82148,-277.4021,0.3239789,0.15884481,0.3239789, AcCd  AcCu2  Ac ,3165.735781182309,"[16.02134055, 16.02134055112633, 16.021340551859883, 109.47122065286838, 109.4712206321391, 109.47122063306658]","[16.02134055, -0.0, -0.0, -5.34044685, 15.10506473, 0.0, -5.34044685, -7.55253237, 13.08136978]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700299.0,"{'Cd': 12.0, 'H': 20.0, 'Ac': 48.0}",-288.01636395,Ac12Cd3H5,A3B5C12_37_spg230,cgat_prot/A3B5C12_prot1_spg230/runs/batch-002/H/H5Cd3Ac12/xxx_02p-00_agm001253144_spg230,"Cd,H,Ac",230.0,80.0,"[1.8066008, 0.0, 0.0, 0.0, 1.8066008, 0.0, 0.0, 0.0, 1.8066008]",-288.01636395,0.0018468,0.0,0.0,89.71797,-288.01636,0.14906195,-0.18794124,0.14906195, AcCd  AcH2  Ac ,2587.7169483738667,"[14.98003703, 14.980037035713792, 14.980037034575956, 109.47122063023323, 109.4712206418255, 109.47122064028683]","[14.98003703, -0.0, -0.0, -4.99334568, 14.12331436, 0.0, -4.99334568, -7.06165718, 12.23114902]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700100.0,"{'Cd': 12.0, 'Ir': 20.0, 'Ac': 48.0}",-407.27411952,Ac12Cd3Ir5,A3B5C12_37_spg230,cgat_prot/A3B5C12_prot1_spg230/runs/batch-002/Cd/Cd3Ir5Ac12/xxx_02p-00_agm001253266_spg230,"Cd,Ir,Ac",230.0,80.0,"[1.0116416, 0.0, 0.0, 0.0, 1.0116416, 0.0, 0.0, 0.0, 1.0116416]",-407.27411952,-7.84e-05,0.0,0.0,65.96767,-407.2741,0.25217673,-0.27334794,0.25217673, AcCd  Ac2Ir  AcCd2 ,3172.350849866117,"[16.03249209, 16.032492097971534, 16.032492093525804, 109.47122063231132, 109.47122063003583, 109.47122062441863]","[16.03249209, -0.0, -0.0, -5.34416403, 15.11557851, 0.0, -5.34416403, -7.55778925, 13.09047498]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700101.0,"{'Cd': 12.0, 'N': 20.0, 'Ac': 48.0}",-420.17967657,Ac12Cd3N5,A3B5C12_1_spg230,cgat_prot/A3B5C12_prot1_spg230/runs/batch-002/N/N5Cd3Ac12/xxx_02p-00_agm001253361_spg230,"Cd,N,Ac",230.0,80.0,"[0.19820337, 0.0, 0.0, 0.0, 0.19820337, 0.0, 0.0, 0.0, 0.19820337]",-420.17967657,0.0018842,0.0,0.0,70.54849,-420.1797,0.06846421,-0.6617988,0.06846421, AcN  Ac2CdN  Ac ,2585.358525185766,"[14.97548476, 14.975484755303956, 14.975484756858936, 109.47122065869172, 109.47122062521272, 109.47122062731611]","[14.97548476, 0.0, 0.0, -4.99182825, 14.11902243, -0.0, -4.99182825, -7.05951122, 12.2274321]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700102.0,"{'Cd': 12.0, 'Ni': 20.0, 'Ac': 48.0}",-323.99773401,Ac12Cd3Ni5,A3B5C12_37_spg230,cgat_prot/A3B5C12_prot1_spg230/runs/batch-002/Ni/Ni5Cd3Ac12/xxx_02p-00_agm001253194_spg230,"Cd,Ni,Ac",230.0,80.0,"[-0.9164937, 0.0, 0.0, 0.0, -0.9164937, 0.0, 0.0, 0.0, -0.9164937]",-323.99773401,8.5e-06,0.0,0.0,94.42773,-323.99774,0.2335557,-0.0023105843,0.2335557, Ac12CdNi6  AcCd  Ac2CdNi2 ,2997.570490286705,"[15.73247675, 15.73247674509637, 15.732476744790143, 109.4712206156951, 109.47122065407488, 109.47122065368059]","[15.73247675, -0.0, -0.0, -5.24415892, 14.83272132, 0.0, -5.24415892, -7.41636066, 12.84551347]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700103.0,"{'Ac': 48.0, 'Os': 20.0, 'Cd': 12.0}",-421.1550211,Ac12Cd3Os5,A3B5C12_37_spg230,cgat_prot/A3B5C12_prot1_spg230/runs/batch-003/Cd/Cd3Os5Ac12/xxx_02p-00_agm001823699_spg230,"Ac,Os,Cd",230.0,80.0,"[1.3777311, 0.0, 0.0, 0.0, 1.3777311, 0.0, 0.0, 0.0, 1.3777311]",-421.1550211,-1.86e-05,0.0349,0.0349,54.130585,-421.15503,0.28542185,0.14532852,0.28542185, Ac4CdOs  Os ,3126.293174220933,"[15.95452447, 15.954524464685583, 15.954524467770506, 109.47122063652303, 109.47122062462465, 109.47122062854152]","[15.95452447, 0.0, 0.0, -5.31817482, 15.04206992, -0.0, -5.31817482, -7.52103496, 13.02681468]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700104.0,"{'Cd': 12.0, 'P': 20.0, 'Ac': 48.0}",-357.3482947,Ac12Cd3P5,A3B5C12_37_spg230,cgat_prot/A3B5C12_prot1_spg230/runs/batch-001/P/P5Cd3Ac12/xxx_02p-00_agm001165902_spg230,"Cd,P,Ac",230.0,80.0,"[0.7081496, 0.0, 0.0, 0.0, 0.7081496, 0.0, 0.0, 0.0, 0.7081496]",-357.3482947,-0.0002959,0.0,0.0868,83.89449,-357.3483,0.31031302,-0.5120567,0.31031302, AcCd  Ac  AcP ,3227.3415628781618,"[16.12459966, 16.124599648198316, 16.124599647056485, 109.47122063366172, 109.4712206381886, 109.47122063675413]","[16.12459966, 0.0, 0.0, -5.37486655, 15.20241834, -0.0, -5.37486655, -7.60120917, 13.16568048]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700105.0,"{'Cd': 12.0, 'Rh': 20.0, 'Ac': 48.0}",-376.7140878,Ac12Cd3Rh5,A3B5C12_37_spg230,cgat_prot/A3B5C12_prot1_spg230/runs/batch-001/Rh/Rh5Cd3Ac12/xxx_02p-00_agm001165907_spg230,"Cd,Rh,Ac",230.0,80.0,"[2.0875068, 0.0, 0.0, 0.0, 2.0875068, 0.0, 0.0, 0.0, 2.0875068]",-376.7140878,-1.3e-06,0.0,0.0,71.3441,-376.71408,0.23008442,-0.26873583,0.23008442, Ac2Rh  AcCd  AcCd2 ,3098.8258369969603,"[15.90766194, 15.907661942392032, 15.9076619345144, 109.47122062955943, 109.47122064147615, 109.47122063144465]","[15.90766194, -0.0, -0.0, -5.30255398, 14.99788751, 0.0, -5.30255398, -7.49894375, 12.98855158]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700106.0,"{'Cd': 12.0, 'Ru': 20.0, 'Ac': 48.0}",-394.68024377,Ac12Cd3Ru5,A3B5C12_1_spg230,cgat_prot/A3B5C12_prot1_spg230/runs/batch-002/Ru/Ru5Cd3Ac12/xxx_02p-00_agm001252326_spg230,"Cd,Ru,Ac",230.0,80.0,"[1.4331884, 0.0, 0.0, 0.0, 1.4331884, 0.0, 0.0, 0.0, 1.4331884]",-394.68024377,-4.85e-05,0.0,0.0,80.67009,-394.68024,0.21102381,-0.012213658,0.21102381, Ac5CdRu2  Ac2Ru  AcCd2 ,3023.3741714326416,"[15.77749059, 15.777490588370897, 15.777490587670389, 109.47122063329846, 109.47122063748175, 109.47122063658233]","[15.77749059, -0.0, -0.0, -5.25916353, 14.87516078, 0.0, -5.25916353, -7.43758039, 12.88226712]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700107.0,"{'Hg': 12.0, 'Cd': 20.0, 'Ac': 48.0}",-206.09174463,Ac12Cd5Hg3,A3B5C12_37_spg230,cgat_prot/A3B5C12_prot1_spg230/runs/batch-001/Cd/Cd5Hg3Ac12/xxx_02p-00_agm001165957_spg230,"Hg,Cd,Ac",230.0,80.0,"[1.4898316, 0.0, 0.0, 0.0, 1.4898316, 0.0, 0.0, 0.0, 1.4898316]",-206.09174463,-0.000544,0.0,0.0,122.00892,-206.09175,0.4530987,0.16296323,0.4530987, AcCd  Ac  AcHg ,3581.371644491449,"[16.69387256, 16.693872562443577, 16.69387256569292, 109.47122063853921, 109.47122063971709, 109.47122064366]","[16.69387256, -0.0, -0.0, -5.56462419, 15.73913399, 0.0, -5.56462419, -7.869567, 13.63048987]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700108.0,"{'P': 12.0, 'Cd': 20.0, 'Ac': 48.0}",-281.18905356,Ac12Cd5P3,A3B5C12_37_spg230,cgat_prot/A3B5C12_prot1_spg230/runs/batch-001/P/P3Cd5Ac12/xxx_02p-00_agm001165901_spg230,"P,Cd,Ac",230.0,80.0,"[0.9848873, 0.0, 0.0, 0.0, 0.9848873, 0.0, 0.0, 0.0, 0.9848873]",-281.18905356,0.0001125,0.0,0.0059,90.71306,-281.18906,0.57833844,-0.009541818,0.57833844, AcCd  Ac  AcP ,3287.078774997878,"[16.22347937, 16.22347937492376, 16.22347937503918, 109.47122062800824, 109.4712206406849, 109.47122064082903]","[16.22347937, -0.0, -0.0, -5.40782646, 15.29564304, 0.0, -5.40782646, -7.64782152, 13.24641544]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700109.0,"{'Rh': 12.0, 'Cd': 20.0, 'Ac': 48.0}",-293.71823131,Ac12Cd5Rh3,A3B5C12_1_spg230,cgat_prot/A3B5C12_prot1_spg230/runs/batch-001/Rh/Rh3Cd5Ac12/xxx_02p-00_agm001165906_spg230,"Rh,Cd,Ac",230.0,80.0,"[1.9064419, 0.0, 0.0, 0.0, 1.9064419, 0.0, 0.0, 0.0, 1.9064419]",-293.71823131,-1.2e-05,0.0,0.0,85.16853,-293.71823,0.5256807,0.12507944,0.5256807, Ac4CdRh  Ac2Rh  AcCd ,3252.4410772658034,"[16.16629289, 16.16629288587303, 16.16629288901677, 109.4712206128497, 109.4712206482532, 109.47122065219244]","[16.16629289, -0.0, -0.0, -5.3887643, 15.2417271, 0.0, -5.3887643, -7.62086355, 13.19972287]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700110.0,"{'Ac': 12.0, 'Cd': 6.0, 'Cu': 1.0}",-59.98492102,Ac12Cd6Cu,AB6C12_24_spg148,cgat_comp/ternaries/AB6C12/runs/batch-000/Cu/CuCd6Ac12/xxx_02p-00_agm003689004_spg148,"Ac,Cd,Cu",148.0,19.0,"[0.16079696, -0.03930911, -0.04709135, -0.0393091, 0.1487388, -0.05486472, -0.04709136, -0.05486472, 0.12881005]",-59.98492102,-1.65e-05,0.0,0.0,29.42072,-59.98492,0.14482546,-0.05772762,0.14482546, AcCd  AcCu2  Ac ,734.7177822683699,"[9.041673851928685, 9.04167385086477, 9.041673843714374, 93.55629042132794, 93.55629044592492, 93.55629036946578]","[9.02078351, 0.39363953, 0.4715706, -0.97849154, 8.97619304, 0.47157061, -0.97849154, -1.14001108, 8.91598536]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700111.0,"{'Ac': 12.0, 'Cd': 6.0, 'In': 1.0}",-59.40745125,Ac12Cd6In,AB6C12_30_spg148,cgat_comp/ternaries/AB6C12/runs/batch-000/Cd/Cd6InAc12/xxx_02p-00_agm003689322_spg148,"Ac,Cd,In",148.0,19.0,"[1.7286973, 0.00527392, 0.00631807, 0.00527396, 1.7303151, 0.00736096, 0.00631804, 0.00736099, 1.7329888]",-59.40745125,-4e-07,0.0,0.0,24.438158,-59.40745,0.13446446,-0.098793946,0.13446446, Ac5In3  AcCd  Ac ,695.0972139262082,"[9.839538065246872, 9.83953806266679, 9.839538066745117, 110.79432308876018, 110.79432306971356, 110.79432308824366]","[9.66849577, -1.1705663, -1.40231003, -2.6228127, 9.37927979, -1.40231004, -2.62281271, -3.05576022, 8.97773314]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700112.0,"{'Ac': 12.0, 'Cd': 6.0, 'Ir': 1.0}",-66.66271484,Ac12Cd6Ir,AB6C12_45_spg148,cgat_comp/ternaries/AB6C12/runs/batch-000/Cd/Cd6IrAc12/xxx_02p-00_agm003689175_spg148,"Ac,Cd,Ir",148.0,19.0,"[1.4218516, -0.08662574, -0.10377556, -0.08662576, 1.3952789, -0.12090576, -0.10377554, -0.12090578, 1.3513618]",-66.66271484,7.52e-05,0.0,0.0,27.430342,-66.66271,0.12237154,-0.15840995,0.12237154, Ac4CdIr  AcCd  Ac ,745.0027284624326,"[9.08775788620479, 9.087757878779904, 9.087757883669997, 93.92326778568513, 93.9232678540343, 93.92326776837628]","[9.0695603, 0.36835811, 0.44128411, -1.01087543, 9.02057329, 0.44128409, -1.01087547, -1.17774058, 8.95423929]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700113.0,"{'Ac': 12.0, 'Cd': 6.0, 'Ni': 1.0}",-62.35929099,Ac12Cd6Ni,AB6C12_45_spg148,cgat_comp/ternaries/AB6C12/runs/batch-000/Ni/NiCd6Ac12/xxx_02p-00_agm003689064_spg148,"Ac,Cd,Ni",148.0,19.0,"[0.0826911, 0.00760222, 0.00910727, 0.00760221, 0.08502309, 0.01061061, 0.00910727, 0.0106106, 0.08887723]",-62.35929099,-9.19e-05,0.0,0.0449,28.450191,-62.35929,0.12355837,-0.094001845,0.12355837, Ac12CdNi6  AcCd  Ac ,734.3292284702628,"[9.045113937165455, 9.045113935841377, 9.045113935326066, 94.00488559600412, 94.00488558751155, 94.00488555376225]","[9.02759575, 0.36057343, 0.43195823, -1.01220819, 8.97791361, 0.43195822, -1.0122082, -1.17929333, 8.91059975]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700114.0,"{'Ac': 12.0, 'Cd': 6.0, 'Pd': 1.0}",-62.43914781,Ac12Cd6Pd,AB6C12_45_spg148,cgat_comp/ternaries/AB6C12/runs/batch-000/Pd/PdCd6Ac12/xxx_02p-00_agm003689261_spg148,"Ac,Cd,Pd",148.0,19.0,"[1.6197476, 0.00798079, 0.00956079, 0.00798079, 1.6221958, 0.01113899, 0.0095608, 0.01113899, 1.6262418]",-62.43914781,3.4e-06,0.0,0.0082,29.557875,-62.439148,0.1462727,-0.12917826,0.1462727, Ac7Pd3  AcCd  Ac ,740.2074970940691,"[9.06618950381784, 9.066189505840647, 9.06618950728751, 93.7457303597425, 93.7457303276776, 93.74573039992764]","[9.04670764, 0.38066834, 0.45603137, -0.99524306, 8.99985104, 0.45603143, -0.99524298, -1.15952775, 8.93648583]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700115.0,"{'Ac': 12.0, 'Cd': 6.0, 'Pt': 1.0}",-64.26828474,Ac12Cd6Pt,AB6C12_45_spg148,cgat_comp/ternaries/AB6C12/runs/batch-000/Cd/Cd6PtAc12/xxx_02p-00_agm003687945_spg148,"Ac,Cd,Pt",148.0,19.0,"[1.4095261, 0.00243746, 0.00292002, 0.00243746, 1.4102738, 0.00340202, 0.00292002, 0.00340203, 1.4115095]",-64.26828474,1.07e-05,0.0,0.016,28.66826,-64.26829,0.13738635,-0.18081878,0.13738635, Ac7Pt3  AcCd  Ac ,744.1888854619333,"[9.082655170463877, 9.082655168728644, 9.082655174860676, 93.76715635369021, 93.76715630146235, 93.76715632925784]","[9.06330077, 0.37976711, 0.45495169, -0.99864947, 9.01611574, 0.45495177, -0.99864937, -1.16349646, 8.95229582]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700116.0,"{'Ac': 12.0, 'Cd': 6.0, 'Rh': 1.0}",-64.97931517,Ac12Cd6Rh,AB6C12_45_spg148,cgat_comp/ternaries/AB6C12/runs/batch-000/Rh/RhCd6Ac12/xxx_02p-00_agm003689306_spg148,"Ac,Cd,Rh",148.0,19.0,"[1.6590657, -0.03095114, -0.03707875, -0.03095117, 1.6495714, -0.04319931, -0.03707872, -0.04319933, 1.6338799]",-64.97931517,-0.0001332,0.0,0.0,27.960014,-64.97932,0.12723505,-0.14926013,0.12723505, Ac4CdRh  AcCd  Ac ,740.0119282625502,"[9.068275995566461, 9.068275990336875, 9.068275998364108, 93.99567035064327, 93.99567032053092, 93.99567033350542]","[9.05064618, 0.36218258, 0.43388597, -1.01411215, 9.00094156, 0.43388595, -1.01411217, -1.18151158, 8.93360154]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700117.0,"{'Ac': 12.0, 'Cd': 6.0, 'Ru': 1.0}",-66.145252,Ac12Cd6Ru,AB6C12_45_spg148,cgat_comp/ternaries/AB6C12/runs/batch-000/Ru/RuCd6Ac12/xxx_02p-00_agm003688362_spg148,"Ac,Cd,Ru",148.0,19.0,"[1.6070479, -0.01731785, -0.02074636, -0.01731785, 1.6017356, -0.02417096, -0.02074636, -0.02417096, 1.592956]",-66.145252,2e-06,0.0,0.0327,26.67138,-66.14525,0.1167329,-0.109341204,0.1167329, Ac4CdRu  Ac  AcCd ,739.2254777353245,"[9.065883894962115, 9.065883893222354, 9.065883896787202, 94.06379867023153, 94.06379867588657, 94.06379865506375]","[9.04874939, 0.35701632, 0.42769688, -1.01893117, 8.99828347, 0.42769689, -1.01893116, -1.18712607, 8.92988028]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700118.0,"{'Ac': 12.0, 'Cd': 1.0, 'Co': 5.0}",-86.55098725,Ac12CdCo5,AB5C12_7_spg71,cgat_comp_2/ternaries/AB5C12/runs/batch-001/Co/Co5CdAc12/xxx_02a-00_agm006060302_spg71,"Ac,Cd,Co",71.0,18.0,"[1.0879507, 0.01329606, -0.02252642, 0.01329606, 1.1226486, -0.01929233, -0.02252642, -0.01929233, 1.105111]",-86.55098725,0.0007412,0.0,0.0,18.729008,-86.55099,0.02128173,-0.044738226,0.02128173, AcCd  AcCo  Ac ,590.7458711462762,"[9.155894013356292, 9.155894777184264, 9.155894855242812, 108.88668392107532, 110.35109317815935, 109.17961530409974]","[8.56957086, 0.14781076, -3.22040408, -4.40435071, 7.51409278, -2.82320982, 0.04078827, -0.14781075, 9.1546108]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700119.0,"{'Ac': 12.0, 'Cd': 1.0, 'Co': 6.0}",-94.05338814,Ac12CdCo6,AB6C12_0_spg204,cgat_comp_2/ternaries/AB6C12/runs/batch-001/Co/Co6CdAc12/xxx_02a-00_agm006128594_spg204,"Ac,Cd,Co",204.0,19.0,"[0.75802857, 5e-08, 0.0, 5e-08, 0.7580284, 0.0, 0.0, 0.0, 0.7580284]",-94.05338814,0.000169,0.0,0.0,18.608435,-94.05339,0.005586229,-0.06325366,0.005586229, AcCd  AcCo  Ac ,600.3354926631214,"[9.20460867588307, 9.204607758928786, 9.20460786, 109.47122085692402, 109.47121883892943, 109.4712215141056]","[8.67818838, -1e-08, -3.06820262, -4.33909371, 7.51553075, -3.06820262, 0.0, 0.0, 9.20460786]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700120.0,"{'Ac': 12.0, 'Cd': 1.0, 'Ge': 6.0}",-86.95445462,Ac12CdGe6,AB6C12_0_spg204,cgat_comp/ternaries/AB6C12/runs/batch-000/Ge/Ge6CdAc12/xxx_02p-00_agm003694042_spg204,"Ac,Cd,Ge",204.0,19.0,"[0.9976913, 0.0, 0.0, 0.0, 0.9976913, 0.0, 0.0, 0.0, 0.9976913]",-86.95445462,-3e-07,0.0,0.0,12.112099,-86.95445,0.0786758,-0.47547045,0.0786758, AcCd  Ac4Ge3  Ac ,682.7851467274259,"[9.60805142, 9.608051420393274, 9.608051415465587, 109.4712205948091, 109.4712206651343, 109.47122065474503]","[9.60805142, 0.0, 0.0, -3.20268381, 9.05855775, -0.0, -3.20268381, -4.52927887, 7.84494113]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
700121.0,"{'Ac': 12.0, 'Cd': 1.0, 'Ge': 7.0}",-89.80416548,Ac12CdGe7,AB7C12_6_spg148,cgat_comp/ternaries/AB7C12/runs/batch-000/Ge/Ge7CdAc12/xxx_02p-00_agm003701583_spg148,"Ac,Cd,Ge",148.0,20.0,"[1.2153677, -0.00536603, -0.00805413, -0.00536599, 1.212261, -0.01071632, -0.00805416, -0.0107163, 1.2033159]",-89.80416548,0.0001675,0.0,0.0,21.76179,-89.80417,0.2459446,-0.36331445,0.2459446, AcCd  Ac4Ge3  Ac ,737.8845886499363,"[9.955388749704445, 9.95538874643897, 9.955388744969685, 110.21509300344687, 110.21509297050012, 110.21509299670058]","[9.9322684, -0.37597207, -0.56431781, -3.12292153, 9.4360305, -0.56431783, -3.12292155, -4.15514912, 8.49069266]",Alexandria,-1,-1.0,-1.0,-1.0,-1,-1.0,-1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1.0,-1.0,-1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
