Material_ID,Formula,Density_(g/cm3),Energy_Above_Hull_(eV),Bulk_Modulus_(GPa),Shear_Modulus_(GPa),Source_DB,Ultimate_Tensile_Strength_(MPa),Yield_Strength_(MPa),Elongation_(%),Hardness_(HB),C_Wt_%,Mn_Wt_%,P_Wt_%,S_Wt_%,Si_Wt_%,Ni_Wt_%,Cr_Wt_%,Mo_Wt_%,Ti_Wt_%
mp-862697,Er2MgGe2,7.760735382483518,0.0,75.034,56.657,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-862757,PrDyMg2,5.130040066072436,0.0,39.675,23.289,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-862759,PrMgZn2,5.793847931779247,0.0,55.055,26.176,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-862767,TbMgCd2,7.355313807720082,0.0,54.108,26.564,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-862918,PmHoMg2,5.341587996658804,0.0,40.038,22.248,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-862936,PmMgAg2,7.237387707598516,0.0,60.967,5.559,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-862938,PmMgHg2,9.977204767864125,0.0,59.195,24.499,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-862902,PmDyMg2,5.282472322703845,0.0,40.229,22.558,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-862969,PmYMg2,4.135569758796937,0.0,39.687,22.085,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-862964,PmSmMg2,4.9877540152503395,0.0,39.146,23.357,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-862993,ErMgSn,6.900124670225579,0.0,58.946,37.695,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-863260,Sr(MgAs)2,3.792269233901883,0.0,47.545,35.48,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-863703,Pm2MgSn,6.448642719150184,0.0,50.105,19.158,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-863672,ErMgCd2,7.701337545010118,0.0,54.634,25.799,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-863674,ErMgHg2,11.144948435269347,0.0,64.404,25.837,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-863696,Pm2MgSi,5.69928731770661,0.0,54.978,23.108,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-863702,Er2MgIn,7.725321001759216,0.0,54.51,28.117,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-863704,Pm2MgTl,7.502145487611695,0.0,45.993,20.753,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-863705,Pm2MgGa,6.117831046011166,0.0,48.403,26.907,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864597,LiMgTl2,8.043777568773427,0.0,30.009,13.128,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864612,Nd2MgIn,6.113111164166977,0.0,46.386,22.87,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864598,LiMg2Ag,3.74160330632407,0.0,44.769,22.76,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864602,Nd2MgTl,7.3143777106947505,0.007034495833332599,44.88,19.556,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864614,LiMg2Pt,6.428746637162078,0.0,70.501,34.393,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864601,LiMg2Rh,4.140715861633074,0.0,66.418,29.172,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864630,LiMg2Hg,5.626570192113446,0.0,42.537,22.643,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864744,HoMgRh2,9.55902377286256,0.0,113.756,50.305,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864747,HoMgTl2,9.631162031969476,0.040180283333329125,47.359,10.455,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864762,LiMg2Zn,2.8431781206617357,0.0,40.259,26.795,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864756,Yb2MgIn,8.093940160925447,0.0,30.524,17.477,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864748,Gd2MgIn,6.897856467333945,0.0,67.859,21.207,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864799,HoLuMg2,6.15449683146002,0.001787952500002632,43.429,22.812,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864902,MgTlRh2,11.15054576083996,0.0,131.037,56.136,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864883,MgSnPd2,8.838714097254504,0.0,112.134,33.55,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864903,MgTaRu2,11.204830185877368,0.0,198.121,91.46,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864907,MgZrPd2,7.870014437918352,0.0,121.633,41.79,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864941,MgSc2,2.638554257735059,0.0,49.044,25.681,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864925,NdMgZn2,5.967976196607797,0.0,56.12,32.136,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864933,Mg2AgRh,6.70216937606201,0.0,88.2,20.608,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864922,MgZnAu2,12.208877858984804,0.0,94.828,25.037,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864931,MgCo2,6.003121370942883,0.018079217499996858,111.473,52.91,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864934,MgAg3,8.272217249933972,0.0,76.915,19.291,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864935,MgAu3,14.742216887916992,0.007863546999996807,109.614,21.208,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864921,MgZrIr2,12.744928007678288,0.0,178.265,83.49,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864924,NdMgHg2,9.803425959671975,0.0,58.214,23.305,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864932,Mg2AgPt,8.840751163176522,0.0,84.193,30.478,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864920,MgZrAu2,11.29106342493186,0.0,114.52,36.177,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864937,Mg3Sc,2.1630767616186857,0.0020139399999994367,43.21,24.542,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864938,Mg3Tl,5.159019024835851,0.0,34.56,13.139,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864940,Mg2PtRh,9.64548136440755,0.0,120.332,58.45,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864910,MgZrRh2,8.259783060732307,0.0,149.687,63.086,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864978,Mg2AgAu,8.356768426481388,0.0,73.054,33.934,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864954,MgMoN2,6.3747632541921995,0.0,246.262,183.147,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864969,Mg2PdRh,7.120589722515313,0.0,106.207,58.013,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864972,Mg2PdAu,8.867419619757039,0.0004032624999981138,88.039,26.291,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864952,Mg3Ag,3.8010125520763762,0.021672128750000574,47.879,33.169,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864976,Mg2AgIr,9.03415098051601,0.011970491644738068,99.15,31.582,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865007,Dy2MgIn,7.359796467784074,0.0,52.775,27.596,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865020,HfMgIr2,15.306266931668793,0.0,187.046,99.508,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865050,HfMgRh2,10.746800758697931,0.0,154.665,68.281,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865049,HfMgPd2,10.204484409112329,0.0,128.55,39.982,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865043,MgInPd2,8.778938385490537,0.0,109.21,28.094,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865044,MgInIr2,13.401547963806596,0.02593545718749901,165.085,79.164,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865110,NaMgTl2,7.538529948369081,0.0,24.965,13.0,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865107,NaMgPb2,7.318520144588194,0.0,15.404,7.06,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865125,MgGaRh2,8.96546140484995,0.0,155.284,80.766,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865123,MgGaPd2,8.556779237784,0.0,120.303,31.091,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865146,MgAsPt5,16.047537234324956,0.0,182.409,70.948,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865150,MgCdAu2,12.054324446400845,0.01627025500000201,86.378,21.743,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865162,MgGeRh2,9.062593298245558,0.0,162.451,58.759,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865186,MgGaIr2,14.102439056088206,0.0,187.256,96.083,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865183,MgGaAg2,7.562702313664509,0.0,68.65,15.528,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865160,MgGeIr2,14.16043036206824,0.019706491986839936,184.958,79.79,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865185,Mg(BeAs)2,4.009677005773676,0.0,76.107,45.528,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865210,TmLuMg2,6.297272404619819,0.003314475833332331,45.134,23.143,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865230,TmMgRh2,9.844379929131454,0.0,116.23,52.742,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865240,Lu2MgIn,8.256667787405146,0.0,55.4,32.495,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865329,Lu2MgTc,9.1538122709743,0.0639314710416663,79.162,27.045,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865361,Tm2MgOs,10.982394864947533,0.043622588359369274,89.938,29.624,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865376,YMg3,2.763456304874514,0.0,43.03,26.114,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865403,Tm2MgGe2,7.912424307046542,0.0,76.381,56.917,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865360,Tm2MgIr,10.684569544828488,0.10516028387500054,87.72,26.832,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865433,Y2MgRu,5.621265271226126,0.060845908562500384,74.058,20.648,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865449,Tm2MgTc,8.782571114057614,0.07509658062499813,77.305,27.589,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865512,YMgCd2,6.090638678108314,0.0,53.873,26.509,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865515,YMgZn2,5.182267067412381,0.0,59.874,36.417,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865583,Y2Mg,3.8005806661064794,0.021158450000000606,41.701,20.535,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865625,Na2MgSn,2.8626488319813,0.0,22.948,18.808,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865604,Li5Mg,0.8049647197956697,0.00328050972222238,17.412,9.799,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865661,YbMgCd2,7.916716589839858,0.0,38.38,17.587,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865611,MgRh3,9.768120983785073,0.0,181.297,85.898,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865747,Y2MgGe2,5.164150894729947,0.0,72.846,54.985,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865813,YbMgTl2,10.227228818030811,0.0,35.189,17.094,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865814,YbMgHg2,11.403736536452358,0.0,42.899,18.79,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865935,Li2MgSn,3.5994333159655856,0.03690549249999897,34.883,21.546,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865939,LiMg2,1.4966168827069586,0.0,30.17,19.141,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865979,AcMgCd2,7.124020767480819,0.0,43.051,14.378,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866007,DyMgTl2,9.539596893963642,0.038983076944444583,47.333,10.569,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866071,MgTaOs2,15.837413860675468,0.0,228.974,100.834,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866080,MgSc2Tl,5.841952434391909,0.0,58.309,23.613,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866077,MgSc2Cd,4.203375103521488,0.0,57.839,33.262,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866079,MgSc2Ru,4.743956376887805,0.10369779749999974,90.878,16.985,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866063,NdDyMg2,5.218720259107687,0.0,40.013,22.984,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866069,MgScRh2,7.28993498047193,0.0,127.869,60.221,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866073,MgSnRh2,9.309984145624751,0.0,147.583,26.257,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866081,MgSc2Os,6.827240998654664,0.007761566145835452,105.142,25.439,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866087,MgSiRh2,8.118330673487565,0.0,179.203,75.943,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866082,MgSc2Tc,4.632206285184222,0.017830675312500155,88.439,22.204,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866103,Ac2MgSn,7.17816707875468,0.0,38.111,15.688,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866086,MgSiIr2,13.551799825232811,0.0,213.993,97.486,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866164,YMgHg2,9.430575323657882,0.0,61.585,26.818,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866171,YMgAu2,10.289685195175457,0.0,83.086,20.128,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866165,YMgRh2,7.605486685345832,0.0,109.638,47.658,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866162,YMgAg2,6.482849981320079,0.0,64.686,13.385,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866158,YLuMg2,4.871315528147651,0.0032109075000024134,43.556,23.614,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866172,HoMg3,4.125924327888953,0.0,40.634,26.726,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866194,Li2MgCd,3.4556683195638147,0.013729252500000122,28.998,20.86,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866225,AcMgHg2,9.905053385774778,0.0,48.779,13.617,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866286,AcMg,5.928424537885957,0.0,30.934,19.546,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-866295,DyLuMg2,6.080179928430791,0.0016739900000022345,43.506,22.533,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-867130,SmHoMg2,5.456743327143731,0.0,40.49,21.549,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-867131,SmMgCd2,6.980755519861044,0.0,52.617,25.367,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-867144,CaMgHg2,8.270606273638862,0.0,40.504,17.74,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-867159,SmDyMg2,5.397560812696386,0.0,40.294,21.856,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-867172,SrMgTl2,7.61336275933035,0.0,29.945,8.433,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-867181,SmMgHg2,10.177578168992678,0.0,59.687,25.006,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-867178,PrMgCd2,6.545178368354444,0.0,50.25,23.368,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-867234,TbMgHg2,10.69051906453921,0.0,61.719,25.823,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-867266,CaMgTl2,7.573012910125338,0.0,33.477,10.983,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-867348,DyMgSn,6.672919586663686,0.0,57.967,37.406,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-867350,Ca2MgIn,3.1363368446579067,0.0,30.387,20.709,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
