Material_ID,Formula,Density_(g/cm3),Energy_Above_Hull_(eV),Bulk_Modulus_(GPa),Shear_Modulus_(GPa),Source_DB,Ultimate_Tensile_Strength_(MPa),Yield_Strength_(MPa),Elongation_(%),Hardness_(HB),C_Wt_%,Mn_Wt_%,P_Wt_%,S_Wt_%,Si_Wt_%,Ni_Wt_%,Cr_Wt_%,Mo_Wt_%,Ti_Wt_%
mp-530399,LiAl5O8,3.6377099104716346,0.0,196.082,120.442,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-531611,Mg(AlB14)2,2.608405066191156,0.0,189.975,174.61,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-542090,Na4Al3(SiO4)3,2.079195924530808,0.023618183849436036,24.097,28.081,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-542569,AlRu,8.014834042210397,0.0,203.483,107.621,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-542915,TiAl3,3.4202874390771334,0.0,106.208,86.395,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-545974,AlPO4,1.9395385597092765,0.018504669722221756,121.145,39.099,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-546679,Nd2AlNO3,7.135184551385185,0.12804336464285448,174.661,105.689,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-551918,AlBiO3,8.296037257213657,0.05333506424998369,126.197,63.244,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-554041,Na2Al2B2O7,2.4191330836518143,0.0,61.102,33.783,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-557233,AlTlF4,6.23462500886054,0.003286909166648755,40.935,24.485,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-558636,CaAl2O4,3.628595409878917,0.018326635714245754,152.027,89.116,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-559276,AlBPbO4,6.40247933808456,0.0021546112499919445,74.458,45.124,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-559390,CaAl2O4,2.839015455015072,0.00877570857138732,75.432,42.587,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-559691,Ca2Al2SiO7,2.977142408815099,0.021288508194445832,101.962,53.471,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-567191,CaAlSi,2.3668461090385082,0.0,55.59,38.055,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-567229,LuAlSi,6.915029033520564,0.0,93.387,65.957,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-567305,CeAl3,4.334028140338261,0.0,65.0,44.645,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-567589,DyAl3,5.346593460308685,0.02404262750000008,75.98,59.228,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-567705,TiAl2,3.5919732361617243,0.0,109.691,81.43,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-567929,Al13Os4,7.12918197874873,0.0,147.4,78.001,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-568177,CaAlSiH,2.2859077781374677,0.0,54.38,39.121,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-568424,CaAlAu,6.87251348254978,0.0,66.363,29.879,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-568404,Li9Al4,1.3190716790201644,0.0,31.163,23.614,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-568607,Al5Mo,4.230784231073722,0.0,119.966,97.442,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-568718,HfAl3,6.398333149012615,0.0,106.136,83.347,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-568809,Ba5Al5Pb,4.6955388640914455,0.0,28.583,18.694,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-568991,Hf2Al4C5,6.632535276679648,0.025729592102267773,190.181,129.36,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-569385,DyAl2Ni,6.50415705823297,0.0,92.155,55.971,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-569458,AlV4C3,5.249446983371163,0.011702043488559966,218.608,169.943,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-569568,Ta3AlC2,12.420085981827272,0.0,225.648,164.088,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-569558,AlAu2,14.150474388042058,0.0,120.192,30.562,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-569775,ZrAl3,4.203363150449342,0.021179049999998867,102.592,59.186,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-569916,Al3Pt2,9.515471550862678,0.35586426300000085,122.683,18.02,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-570150,CaAlSi,2.3623595010926888,0.0005061355555566749,56.461,39.274,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-570409,PrAl3,4.383239017580281,0.08849793000000084,67.033,50.75,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-570485,SrAlSiH,3.1024453111172052,0.0,51.695,40.529,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-570677,Ba5Al5Sn,4.326907889626203,0.0,29.211,18.994,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-570713,TiAlPt,9.812179909371437,0.0,161.564,51.204,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-570784,Hf2Al3C4,7.684098076318978,0.0,196.908,156.611,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-570822,Tb3AlC,7.2666876698083875,0.0,76.355,58.94,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-571039,CaAlPd,4.596145232307009,0.0,62.104,28.522,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-571053,Al5Mo,4.224615546108118,0.009455564999999666,117.921,82.612,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-571216,Sr3(AlGe2)2,4.563781668899806,0.0,45.827,31.388,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-571247,Al3Mo,4.913943997513356,0.0,135.713,98.633,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-571330,Nd3AlC,5.904594414226272,0.026321534000004476,63.965,43.503,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-571419,Zr2Al4C5,4.3365335797334765,0.038705187556814735,184.048,124.562,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-571506,TmAlSi,6.6045553479819805,0.0,92.341,65.876,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-571554,PrAlSi2,4.4027457113204145,0.0,77.718,40.872,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-571619,HfAlPt,12.837891643574395,0.0,163.496,69.364,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-574239,Tm3AlC,6.082236818951933,1.8242066654999753,39.315,16.967,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-603719,AlPO4,4.077208020661643,0.3674951705555545,233.171,172.168,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-604516,Y2AlNi2,5.736931412107306,0.0022980674999972805,68.417,34.404,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-605663,AlPd5,10.546067514392966,0.0,160.22,52.169,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-607111,AlPt3,17.220858013084325,0.0,218.746,77.711,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-622209,Al3Ni,4.058169026503891,0.0,112.917,62.713,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-625054,AlHO2,3.1463104284682895,0.007370145624999935,106.355,79.123,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-625152,AlHO2,3.410058989990581,0.0,144.446,113.213,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-632442,Al4C3,2.998670894238764,0.4070028214285726,137.887,86.229,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-637575,AlCr3B4,5.468390833466301,0.0,248.749,182.763,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-639874,Ta2Al,12.115013175327288,0.17176307233333432,161.55,54.621,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-640266,Ca3Al2O6,2.985600494318744,0.5497991470129664,64.785,42.746,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-644229,Sr(AlH)2,2.837524173916499,0.03168826485714504,42.514,36.787,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-675172,TaAlO4,7.083050449587808,0.07850623624999997,208.145,120.083,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-676512,Na3AlF6,2.9869772881801646,0.012048289499997367,47.494,23.772,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-676861,AlSbO4,5.789865927622764,0.0,197.857,120.349,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-684591,Al2O3,3.4825522678543823,0.12538621274999961,141.633,83.335,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-697670,KAlSi3O8,2.4567695327390693,0.0,60.988,31.661,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-727932,BeAlSiO5,2.9844561132651775,0.1315997696354163,144.449,77.839,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-752826,Al2O3,3.4964438844135786,0.0937564655999994,166.16,81.144,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-754157,AlInO3,5.613715623896451,0.03466006749999995,181.883,88.934,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-754401,Al2O3,2.5834357145520066,0.09512385699999992,92.512,45.373,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-754531,Al2O3,3.228543563638121,0.10727426049999877,106.927,57.732,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-754624,Al2O3,3.8065985440225014,0.07472612599999895,187.289,110.963,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-754812,Al2O3,3.094645987901551,0.08488599199999936,128.947,53.564,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-755066,Al2O3,3.5618925874872445,0.08892886000000022,182.223,84.014,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-755175,Al2O3,3.796290496395147,0.08190022899999949,189.101,125.957,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-755483,Al2O3,3.7626576031054078,0.1030784839999992,212.651,103.635,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-756214,YAlO3,5.229987883227277,0.045807479549997865,188.656,86.342,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-756630,DyAlO3,7.795573835305038,0.012823482999998248,191.925,113.32,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-758371,YbAlO3,8.515159055766357,0.18368758324999845,170.465,76.264,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-758658,CaAl2(SiO4)2,2.7831547773042074,0.0020950267307693338,84.622,42.222,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-759943,Al2O3,3.5745275446343103,0.03513531687500038,196.991,111.116,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-760396,TaAlO4,7.082091235675848,0.06627269458333274,215.809,117.113,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-1542940,TiTlPS5,3.4003116472340844,0.0,9.808,4.58,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-2036706,TiCl3,2.6443008898681684,0.0023905724999995215,6.83,4.9190000000000005,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-2420244,TiO2,2.5883829814012427,0.016494126666666276,56.861,17.976,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-770118,Ba3Ti2O7,5.789035597653305,0.031870731249986406,86.219,47.62,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-773864,TiSnO4,4.879470877401217,0.06946404874999956,163.816,47.131,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-774922,Ti3TeO8,3.066022293258547,0.07814281187499894,6.146,13.893,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-776456,Ti2O3,4.775431864196912,0.047594817333333594,206.646,108.773,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-778364,Na6Ti2O7,2.7410646145574513,0.0042909404444442245,46.367,25.335,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-780260,TiGeO3,3.9330191521391917,0.06877411550000367,27.439,16.375,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-861182,Li4TiS4,1.8438613540870055,0.011638242500000118,24.697,14.592,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-861641,Ti2CoRe,9.996987086430346,0.0,190.189,96.956,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-861639,Ti2CoIr,10.089475742760428,0.0,193.269,71.126,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-861656,Ti2CrIr,9.744387418747113,0.0,194.37,78.863,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-861908,TaTiRu2,11.817735603450252,0.0,234.152,70.548,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-861912,TaTiTc2,11.429508697964703,0.0,230.754,101.829,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-861961,TiZnRh2,9.553491776108704,0.0,190.201,83.01,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-861958,Ti2MnBe,5.122570861311573,0.0,153.777,55.985,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-862831,PaTiTc2,11.306843377809967,0.0,172.516,49.108,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-862911,Ti2CoTc,7.525097402325876,0.0,187.175,91.654,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-863690,Ti2MnCo,6.739385697166107,0.0,185.408,83.539,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-863727,LiTiRh2,8.091051674866987,0.0,154.975,60.474,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864908,MgTiIr2,13.009333748548613,0.0,191.279,107.865,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864919,MgTiRh2,7.961350459802044,0.0,161.554,76.667,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-864930,LiTiIr2,13.500455379639305,0.0,190.484,77.224,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865093,TiZnNi2,7.794914280434201,0.0,160.513,55.791,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865048,TiZnIr2,14.641875070925574,0.0,226.509,104.561,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865079,TiZnPd2,9.173783833419863,0.0,150.486,29.824,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865218,YbTiO3,7.891218663460692,0.4641207642499978,188.205,111.444,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865448,TiGaRu2,9.513862096905328,0.0,212.674,87.343,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865469,Ti2MnRu,7.414827686515593,0.0,193.143,78.85,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865533,Ti2ReOs,13.204580322905878,0.0035615131250565923,240.23,110.684,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865523,TiMnRh2,8.91058516915587,0.0,183.807,75.228,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865537,TiMnCo2,7.314595675194141,0.0,168.613,77.429,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865538,Ti2RePd,10.601716997317263,0.0,193.113,72.804,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865591,Ti2NiMo,7.214910596746342,0.0,170.681,76.912,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865569,Ti2MnIr,10.190832467299277,0.0,212.034,97.188,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865656,TiMn2W,10.8707563069111,0.0,243.092,113.185,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865652,TiMn2Si,6.477179102795157,0.0,207.779,105.768,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865650,Ti2TcRu,8.382961408400558,0.0,208.121,94.372,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865649,Ti2TcRh,8.38980842564342,0.0,203.459,95.495,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865653,TiNbRe2,13.493968519195862,0.0,250.96,111.453,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865640,TiGeRu2,9.698598544097324,0.0,228.106,116.587,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865669,TiSiTc2,8.206992595616386,0.0,228.921,85.424,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865681,TiSiRu2,8.6913255870906,0.0,244.997,129.794,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865665,TiReTc2,12.166195659981042,0.039950444809662145,271.275,125.232,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
mp-865717,Ti2ReIr,13.24401293095235,0.0,234.973,118.676,Materials_Project,-999.0,-999.0,-999.0,-999,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
